ZIPCODE,CITY,STATE_ID,STATE_NAME,CITY_BASE,COUNTRY
67057,Hardtner,KS,Kansas,Barber,Estados Unidos
67058,Harper,KS,Kansas,Harper,Estados Unidos
67059,Haviland,KS,Kansas,Kiowa,Estados Unidos
67060,Haysville,KS,Kansas,Sedgwick,Estados Unidos
67061,Hazelton,KS,Kansas,Barber,Estados Unidos
67062,Hesston,KS,Kansas,Harvey,Estados Unidos
67063,Hillsboro,KS,Kansas,Marion,Estados Unidos
67065,Isabel,KS,Kansas,Pratt,Estados Unidos
67066,Iuka,KS,Kansas,Pratt,Estados Unidos
67067,Kechi,KS,Kansas,Sedgwick,Estados Unidos
67068,Kingman,KS,Kansas,Kingman,Estados Unidos
67070,Kiowa,KS,Kansas,Barber,Estados Unidos
67071,Lake City,KS,Kansas,Barber,Estados Unidos
67072,Latham,KS,Kansas,Butler,Estados Unidos
67073,Lehigh,KS,Kansas,Marion,Estados Unidos
67074,Leon,KS,Kansas,Butler,Estados Unidos
67101,Maize,KS,Kansas,Sedgwick,Estados Unidos
67102,Maple City,KS,Kansas,Cowley,Estados Unidos
67103,Mayfield,KS,Kansas,Sumner,Estados Unidos
67104,Medicine Lodge,KS,Kansas,Barber,Estados Unidos
67105,Milan,KS,Kansas,Sumner,Estados Unidos
67106,Milton,KS,Kansas,Sumner,Estados Unidos
67107,Moundridge,KS,Kansas,McPherson,Estados Unidos
67108,Mount Hope,KS,Kansas,Sedgwick,Estados Unidos
67109,Mullinville,KS,Kansas,Kiowa,Estados Unidos
67110,Mulvane,KS,Kansas,Sumner,Estados Unidos
67111,Murdock,KS,Kansas,Kingman,Estados Unidos
67112,Nashville,KS,Kansas,Kingman,Estados Unidos
67114,Newton,KS,Kansas,Harvey,Estados Unidos
67117,North Newton,KS,Kansas,Harvey,Estados Unidos
67118,Norwich,KS,Kansas,Kingman,Estados Unidos
67119,Oxford,KS,Kansas,Sumner,Estados Unidos
67120,Peck,KS,Kansas,Sumner,Estados Unidos
67122,Piedmont,KS,Kansas,Greenwood,Estados Unidos
67123,Potwin,KS,Kansas,Butler,Estados Unidos
67124,Pratt,KS,Kansas,Pratt,Estados Unidos
67127,Protection,KS,Kansas,Comanche,Estados Unidos
67131,Rock,KS,Kansas,Cowley,Estados Unidos
67132,Rosalia,KS,Kansas,Butler,Estados Unidos
67133,Rose Hill,KS,Kansas,Butler,Estados Unidos
67134,Sawyer,KS,Kansas,Pratt,Estados Unidos
67135,Sedgwick,KS,Kansas,Harvey,Estados Unidos
67137,Severy,KS,Kansas,Greenwood,Estados Unidos
67138,Sharon,KS,Kansas,Barber,Estados Unidos
67140,South Haven,KS,Kansas,Sumner,Estados Unidos
67142,Spivey,KS,Kansas,Kingman,Estados Unidos
67143,Sun City,KS,Kansas,Barber,Estados Unidos
67144,Towanda,KS,Kansas,Butler,Estados Unidos
67146,Udall,KS,Kansas,Cowley,Estados Unidos
67147,Valley Center,KS,Kansas,Sedgwick,Estados Unidos
67149,Viola,KS,Kansas,Sedgwick,Estados Unidos
67150,Waldron,KS,Kansas,Harper,Estados Unidos
67151,Walton,KS,Kansas,Harvey,Estados Unidos
67152,Wellington,KS,Kansas,Sumner,Estados Unidos
67154,Whitewater,KS,Kansas,Butler,Estados Unidos
67155,Wilmore,KS,Kansas,Comanche,Estados Unidos
67156,Winfield,KS,Kansas,Cowley,Estados Unidos
67159,Zenda,KS,Kansas,Kingman,Estados Unidos
67202,Wichita,KS,Kansas,Sedgwick,Estados Unidos
67203,Wichita,KS,Kansas,Sedgwick,Estados Unidos
67204,Wichita,KS,Kansas,Sedgwick,Estados Unidos
67205,Wichita,KS,Kansas,Sedgwick,Estados Unidos
67206,Wichita,KS,Kansas,Sedgwick,Estados Unidos
67207,Wichita,KS,Kansas,Sedgwick,Estados Unidos
67208,Wichita,KS,Kansas,Sedgwick,Estados Unidos
67209,Wichita,KS,Kansas,Sedgwick,Estados Unidos
67210,Wichita,KS,Kansas,Sedgwick,Estados Unidos
67211,Wichita,KS,Kansas,Sedgwick,Estados Unidos
67212,Wichita,KS,Kansas,Sedgwick,Estados Unidos
67213,Wichita,KS,Kansas,Sedgwick,Estados Unidos
67214,Wichita,KS,Kansas,Sedgwick,Estados Unidos
67215,Wichita,KS,Kansas,Sedgwick,Estados Unidos
67216,Wichita,KS,Kansas,Sedgwick,Estados Unidos
67217,Wichita,KS,Kansas,Sedgwick,Estados Unidos
67218,Wichita,KS,Kansas,Sedgwick,Estados Unidos
67219,Wichita,KS,Kansas,Sedgwick,Estados Unidos
67220,Wichita,KS,Kansas,Sedgwick,Estados Unidos
67221,Mcconnell Afb,KS,Kansas,Sedgwick,Estados Unidos
67223,Wichita,KS,Kansas,Sedgwick,Estados Unidos
67226,Wichita,KS,Kansas,Sedgwick,Estados Unidos
67227,Wichita,KS,Kansas,Sedgwick,Estados Unidos
67228,Wichita,KS,Kansas,Sedgwick,Estados Unidos
67230,Wichita,KS,Kansas,Sedgwick,Estados Unidos
67232,Wichita,KS,Kansas,Sedgwick,Estados Unidos
67235,Wichita,KS,Kansas,Sedgwick,Estados Unidos
67260,Wichita,KS,Kansas,Sedgwick,Estados Unidos
67301,Independence,KS,Kansas,Montgomery,Estados Unidos
67330,Altamont,KS,Kansas,Labette,Estados Unidos
67332,Bartlett,KS,Kansas,Labette,Estados Unidos
67333,Caney,KS,Kansas,Montgomery,Estados Unidos
67334,Chautauqua,KS,Kansas,Chautauqua,Estados Unidos
67335,Cherryvale,KS,Kansas,Montgomery,Estados Unidos
67336,Chetopa,KS,Kansas,Cherokee,Estados Unidos
67337,Coffeyville,KS,Kansas,Montgomery,Estados Unidos
67340,Dearing,KS,Kansas,Montgomery,Estados Unidos
67341,Dennis,KS,Kansas,Labette,Estados Unidos
67342,Edna,KS,Kansas,Labette,Estados Unidos
67344,Elk City,KS,Kansas,Montgomery,Estados Unidos
67345,Elk Falls,KS,Kansas,Elk,Estados Unidos
67346,Grenola,KS,Kansas,Elk,Estados Unidos
67347,Havana,KS,Kansas,Montgomery,Estados Unidos
67349,Howard,KS,Kansas,Elk,Estados Unidos
67351,Liberty,KS,Kansas,Montgomery,Estados Unidos
67352,Longton,KS,Kansas,Elk,Estados Unidos
67353,Moline,KS,Kansas,Elk,Estados Unidos
67354,Mound Valley,KS,Kansas,Labette,Estados Unidos
67355,Niotaze,KS,Kansas,Chautauqua,Estados Unidos
67356,Oswego,KS,Kansas,Labette,Estados Unidos
67357,Parsons,KS,Kansas,Labette,Estados Unidos
67360,Peru,KS,Kansas,Chautauqua,Estados Unidos
67361,Sedan,KS,Kansas,Chautauqua,Estados Unidos
67363,Sycamore,KS,Kansas,Montgomery,Estados Unidos
67364,Tyro,KS,Kansas,Montgomery,Estados Unidos
67401,Salina,KS,Kansas,Saline,Estados Unidos
67410,Abilene,KS,Kansas,Dickinson,Estados Unidos
67416,Assaria,KS,Kansas,Saline,Estados Unidos
67417,Aurora,KS,Kansas,Cloud,Estados Unidos
67418,Barnard,KS,Kansas,Lincoln,Estados Unidos
67420,Beloit,KS,Kansas,Mitchell,Estados Unidos
67422,Bennington,KS,Kansas,Ottawa,Estados Unidos
67423,Beverly,KS,Kansas,Lincoln,Estados Unidos
67425,Brookville,KS,Kansas,Saline,Estados Unidos
67427,Bushton,KS,Kansas,Rice,Estados Unidos
67428,Canton,KS,Kansas,McPherson,Estados Unidos
67430,Cawker City,KS,Kansas,Jewell,Estados Unidos
67431,Chapman,KS,Kansas,Dickinson,Estados Unidos
67432,Clay Center,KS,Kansas,Clay,Estados Unidos
67436,Delphos,KS,Kansas,Ottawa,Estados Unidos
67437,Downs,KS,Kansas,Osborne,Estados Unidos
67438,Durham,KS,Kansas,Marion,Estados Unidos
67439,Ellsworth,KS,Kansas,Ellsworth,Estados Unidos
67441,Enterprise,KS,Kansas,Dickinson,Estados Unidos
67442,Falun,KS,Kansas,Saline,Estados Unidos
67443,Galva,KS,Kansas,McPherson,Estados Unidos
67444,Geneseo,KS,Kansas,Ellsworth,Estados Unidos
67445,Glasco,KS,Kansas,Cloud,Estados Unidos
67446,Glen Elder,KS,Kansas,Mitchell,Estados Unidos
67447,Green,KS,Kansas,Clay,Estados Unidos
67448,Gypsum,KS,Kansas,Saline,Estados Unidos
67449,Herington,KS,Kansas,Morris,Estados Unidos
67450,Holyrood,KS,Kansas,Ellsworth,Estados Unidos
67451,Hope,KS,Kansas,Dickinson,Estados Unidos
67452,Hunter,KS,Kansas,Mitchell,Estados Unidos
67454,Kanopolis,KS,Kansas,Ellsworth,Estados Unidos
67455,Lincoln,KS,Kansas,Lincoln,Estados Unidos
67456,Lindsborg,KS,Kansas,McPherson,Estados Unidos
67457,Little River,KS,Kansas,Rice,Estados Unidos
67458,Longford,KS,Kansas,Clay,Estados Unidos
67459,Lorraine,KS,Kansas,Ellsworth,Estados Unidos
67460,Mcpherson,KS,Kansas,McPherson,Estados Unidos
67464,Marquette,KS,Kansas,McPherson,Estados Unidos
67466,Miltonvale,KS,Kansas,Cloud,Estados Unidos
67467,Minneapolis,KS,Kansas,Ottawa,Estados Unidos
67468,Morganville,KS,Kansas,Clay,Estados Unidos
67470,New Cambria,KS,Kansas,Saline,Estados Unidos
67473,Osborne,KS,Kansas,Osborne,Estados Unidos
67474,Portis,KS,Kansas,Smith,Estados Unidos
67475,Ramona,KS,Kansas,Marion,Estados Unidos
67476,Roxbury,KS,Kansas,McPherson,Estados Unidos
67478,Simpson,KS,Kansas,Mitchell,Estados Unidos
67480,Solomon,KS,Kansas,Ottawa,Estados Unidos
67481,Sylvan Grove,KS,Kansas,Lincoln,Estados Unidos
67482,Talmage,KS,Kansas,Dickinson,Estados Unidos
67483,Tampa,KS,Kansas,Marion,Estados Unidos
67484,Tescott,KS,Kansas,Ottawa,Estados Unidos
67485,Tipton,KS,Kansas,Osborne,Estados Unidos
67487,Wakefield,KS,Kansas,Clay,Estados Unidos
67490,Wilson,KS,Kansas,Ellsworth,Estados Unidos
67491,Windom,KS,Kansas,McPherson,Estados Unidos
67492,Woodbine,KS,Kansas,Dickinson,Estados Unidos
67501,Hutchinson,KS,Kansas,Reno,Estados Unidos
67502,Hutchinson,KS,Kansas,Reno,Estados Unidos
67505,South Hutchinson,KS,Kansas,Reno,Estados Unidos
67510,Abbyville,KS,Kansas,Reno,Estados Unidos
67511,Albert,KS,Kansas,Rush,Estados Unidos
67512,Alden,KS,Kansas,Rice,Estados Unidos
67513,Alexander,KS,Kansas,Rush,Estados Unidos
67514,Arlington,KS,Kansas,Reno,Estados Unidos
67515,Arnold,KS,Kansas,Ness,Estados Unidos
67516,Bazine,KS,Kansas,Ness,Estados Unidos
67518,Beeler,KS,Kansas,Ness,Estados Unidos
67519,Belpre,KS,Kansas,Edwards,Estados Unidos
67520,Bison,KS,Kansas,Rush,Estados Unidos
67521,Brownell,KS,Kansas,Ness,Estados Unidos
67522,Buhler,KS,Kansas,Reno,Estados Unidos
67523,Burdett,KS,Kansas,Pawnee,Estados Unidos
67524,Chase,KS,Kansas,Rice,Estados Unidos
67525,Claflin,KS,Kansas,Barton,Estados Unidos
67526,Ellinwood,KS,Kansas,Barton,Estados Unidos
67529,Garfield,KS,Kansas,Pawnee,Estados Unidos
67530,Great Bend,KS,Kansas,Barton,Estados Unidos
67543,Haven,KS,Kansas,Reno,Estados Unidos
67544,Hoisington,KS,Kansas,Barton,Estados Unidos
67545,Hudson,KS,Kansas,Stafford,Estados Unidos
67546,Inman,KS,Kansas,McPherson,Estados Unidos
67547,Kinsley,KS,Kansas,Edwards,Estados Unidos
67548,La Crosse,KS,Kansas,Rush,Estados Unidos
67550,Larned,KS,Kansas,Pawnee,Estados Unidos
67552,Lewis,KS,Kansas,Edwards,Estados Unidos
67553,Liebenthal,KS,Kansas,Rush,Estados Unidos
67554,Lyons,KS,Kansas,Rice,Estados Unidos
67556,McCracken,KS,Kansas,Rush,Estados Unidos
67557,Macksville,KS,Kansas,Stafford,Estados Unidos
67559,Nekoma,KS,Kansas,Rush,Estados Unidos
67560,Ness City,KS,Kansas,Ness,Estados Unidos
67561,Nickerson,KS,Kansas,Reno,Estados Unidos
67563,Offerle,KS,Kansas,Edwards,Estados Unidos
67564,Olmitz,KS,Kansas,Barton,Estados Unidos
67565,Otis,KS,Kansas,Rush,Estados Unidos
67566,Partridge,KS,Kansas,Reno,Estados Unidos
67567,Pawnee Rock,KS,Kansas,Pawnee,Estados Unidos
67568,Plevna,KS,Kansas,Reno,Estados Unidos
67570,Pretty Prairie,KS,Kansas,Reno,Estados Unidos
67572,Ransom,KS,Kansas,Ness,Estados Unidos
67573,Raymond,KS,Kansas,Rice,Estados Unidos
67574,Rozel,KS,Kansas,Pawnee,Estados Unidos
67575,Rush Center,KS,Kansas,Rush,Estados Unidos
67576,St John,KS,Kansas,Stafford,Estados Unidos
67578,Stafford,KS,Kansas,Stafford,Estados Unidos
67579,Sterling,KS,Kansas,Rice,Estados Unidos
67581,Sylvia,KS,Kansas,Reno,Estados Unidos
67583,Turon,KS,Kansas,Reno,Estados Unidos
67584,Utica,KS,Kansas,Ness,Estados Unidos
67601,Hays,KS,Kansas,Ellis,Estados Unidos
67621,Agra,KS,Kansas,Phillips,Estados Unidos
67622,Almena,KS,Kansas,Norton,Estados Unidos
67623,Alton,KS,Kansas,Osborne,Estados Unidos
67625,Bogue,KS,Kansas,Graham,Estados Unidos
67626,Bunker Hill,KS,Kansas,Russell,Estados Unidos
67627,Catharine,KS,Kansas,Ellis,Estados Unidos
67628,Cedar,KS,Kansas,Smith,Estados Unidos
67629,Clayton,KS,Kansas,Norton,Estados Unidos
67631,Collyer,KS,Kansas,Trego,Estados Unidos
67632,Damar,KS,Kansas,Rooks,Estados Unidos
67634,Dorrance,KS,Kansas,Russell,Estados Unidos
67635,Dresden,KS,Kansas,Decatur,Estados Unidos
67637,Ellis,KS,Kansas,Ellis,Estados Unidos
67638,Gaylord,KS,Kansas,Smith,Estados Unidos
67639,Glade,KS,Kansas,Phillips,Estados Unidos
67640,Gorham,KS,Kansas,Ellis,Estados Unidos
67642,Hill City,KS,Kansas,Graham,Estados Unidos
67643,Jennings,KS,Kansas,Decatur,Estados Unidos
67644,Kirwin,KS,Kansas,Phillips,Estados Unidos
67645,Lenora,KS,Kansas,Norton,Estados Unidos
67646,Logan,KS,Kansas,Phillips,Estados Unidos
67647,Long Island,KS,Kansas,Phillips,Estados Unidos
67648,Lucas,KS,Kansas,Russell,Estados Unidos
67649,Luray,KS,Kansas,Russell,Estados Unidos
67650,Morland,KS,Kansas,Graham,Estados Unidos
67651,Natoma,KS,Kansas,Osborne,Estados Unidos
67653,Norcatur,KS,Kansas,Decatur,Estados Unidos
67654,Norton,KS,Kansas,Norton,Estados Unidos
67656,Ogallah,KS,Kansas,Trego,Estados Unidos
67657,Palco,KS,Kansas,Rooks,Estados Unidos
67658,Paradise,KS,Kansas,Russell,Estados Unidos
67659,Penokee,KS,Kansas,Graham,Estados Unidos
67660,Pfeifer,KS,Kansas,Ellis,Estados Unidos
67661,Phillipsburg,KS,Kansas,Phillips,Estados Unidos
67663,Plainville,KS,Kansas,Rooks,Estados Unidos
67664,Prairie View,KS,Kansas,Phillips,Estados Unidos
67665,Russell,KS,Kansas,Russell,Estados Unidos
67667,Schoenchen,KS,Kansas,Ellis,Estados Unidos
67669,Stockton,KS,Kansas,Rooks,Estados Unidos
67671,Victoria,KS,Kansas,Ellis,Estados Unidos
67672,Wakeeney,KS,Kansas,Trego,Estados Unidos
67673,Waldo,KS,Kansas,Osborne,Estados Unidos
67674,Walker,KS,Kansas,Ellis,Estados Unidos
67675,Woodston,KS,Kansas,Rooks,Estados Unidos
67701,Colby,KS,Kansas,Thomas,Estados Unidos
67730,Atwood,KS,Kansas,Rawlins,Estados Unidos
67731,Bird City,KS,Kansas,Cheyenne,Estados Unidos
67732,Brewster,KS,Kansas,Thomas,Estados Unidos
67733,Edson,KS,Kansas,Sherman,Estados Unidos
67734,Gem,KS,Kansas,Thomas,Estados Unidos
67735,Goodland,KS,Kansas,Sherman,Estados Unidos
67736,Gove,KS,Kansas,Gove,Estados Unidos
67737,Grainfield,KS,Kansas,Gove,Estados Unidos
67738,Grinnell,KS,Kansas,Gove,Estados Unidos
67739,Herndon,KS,Kansas,Rawlins,Estados Unidos
67740,Hoxie,KS,Kansas,Sheridan,Estados Unidos
67741,Kanorado,KS,Kansas,Sherman,Estados Unidos
67743,Levant,KS,Kansas,Thomas,Estados Unidos
67744,Ludell,KS,Kansas,Rawlins,Estados Unidos
67745,McDonald,KS,Kansas,Rawlins,Estados Unidos
67747,Monument,KS,Kansas,Logan,Estados Unidos
67748,Oakley,KS,Kansas,Logan,Estados Unidos
67749,Oberlin,KS,Kansas,Decatur,Estados Unidos
67751,Park,KS,Kansas,Gove,Estados Unidos
67752,Quinter,KS,Kansas,Gove,Estados Unidos
67753,Rexford,KS,Kansas,Thomas,Estados Unidos
67756,Saint Francis,KS,Kansas,Cheyenne,Estados Unidos
67757,Selden,KS,Kansas,Sheridan,Estados Unidos
67758,Sharon Springs,KS,Kansas,Wallace,Estados Unidos
67761,Wallace,KS,Kansas,Wallace,Estados Unidos
67762,Weskan,KS,Kansas,Wallace,Estados Unidos
67764,Winona,KS,Kansas,Logan,Estados Unidos
67801,Dodge City,KS,Kansas,Ford,Estados Unidos
67831,Ashland,KS,Kansas,Clark,Estados Unidos
67834,Bucklin,KS,Kansas,Ford,Estados Unidos
67835,Cimarron,KS,Kansas,Gray,Estados Unidos
67836,Coolidge,KS,Kansas,Hamilton,Estados Unidos
67837,Copeland,KS,Kansas,Haskell,Estados Unidos
67838,Deerfield,KS,Kansas,Kearny,Estados Unidos
67839,Dighton,KS,Kansas,Lane,Estados Unidos
67840,Englewood,KS,Kansas,Clark,Estados Unidos
67841,Ensign,KS,Kansas,Gray,Estados Unidos
67842,Ford,KS,Kansas,Ford,Estados Unidos
67843,Fort Dodge,KS,Kansas,Ford,Estados Unidos
67844,Fowler,KS,Kansas,Meade,Estados Unidos
67846,Garden City,KS,Kansas,Finney,Estados Unidos
67849,Hanston,KS,Kansas,Hodgeman,Estados Unidos
67850,Healy,KS,Kansas,Lane,Estados Unidos
67851,Holcomb,KS,Kansas,Finney,Estados Unidos
67853,Ingalls,KS,Kansas,Gray,Estados Unidos
67854,Jetmore,KS,Kansas,Hodgeman,Estados Unidos
67855,Johnson,KS,Kansas,Stanton,Estados Unidos
67857,Kendall,KS,Kansas,Hamilton,Estados Unidos
67859,Kismet,KS,Kansas,Seward,Estados Unidos
67860,Lakin,KS,Kansas,Kearny,Estados Unidos
67861,Leoti,KS,Kansas,Wichita,Estados Unidos
67862,Manter,KS,Kansas,Stanton,Estados Unidos
67863,Marienthal,KS,Kansas,Wichita,Estados Unidos
67864,Meade,KS,Kansas,Meade,Estados Unidos
67865,Minneola,KS,Kansas,Clark,Estados Unidos
67867,Montezuma,KS,Kansas,Gray,Estados Unidos
67868,Pierceville,KS,Kansas,Finney,Estados Unidos
67869,Plains,KS,Kansas,Meade,Estados Unidos
67870,Satanta,KS,Kansas,Haskell,Estados Unidos
67871,Scott City,KS,Kansas,Scott,Estados Unidos
67876,Spearville,KS,Kansas,Ford,Estados Unidos
67877,Sublette,KS,Kansas,Haskell,Estados Unidos
67878,Syracuse,KS,Kansas,Hamilton,Estados Unidos
67879,Tribune,KS,Kansas,Greeley,Estados Unidos
67880,Ulysses,KS,Kansas,Grant,Estados Unidos
67882,Wright,KS,Kansas,Ford,Estados Unidos
67901,Liberal,KS,Kansas,Seward,Estados Unidos
67950,Elkhart,KS,Kansas,Morton,Estados Unidos
67951,Hugoton,KS,Kansas,Stevens,Estados Unidos
67952,Moscow,KS,Kansas,Stevens,Estados Unidos
67953,Richfield,KS,Kansas,Morton,Estados Unidos
67954,Rolla,KS,Kansas,Morton,Estados Unidos
68001,Abie,NE,Nebraska,Butler,Estados Unidos
68002,Arlington,NE,Nebraska,Washington,Estados Unidos
68003,Ashland,NE,Nebraska,Saunders,Estados Unidos
68004,Bancroft,NE,Nebraska,Cuming,Estados Unidos
68005,Bellevue,NE,Nebraska,Sarpy,Estados Unidos
68007,Bennington,NE,Nebraska,Douglas,Estados Unidos
68008,Blair,NE,Nebraska,Washington,Estados Unidos
68010,Boys Town,NE,Nebraska,Douglas,Estados Unidos
68014,Bruno,NE,Nebraska,Butler,Estados Unidos
68015,Cedar Bluffs,NE,Nebraska,Saunders,Estados Unidos
68016,Cedar Creek,NE,Nebraska,Cass,Estados Unidos
68017,Ceresco,NE,Nebraska,Saunders,Estados Unidos
68018,Colon,NE,Nebraska,Saunders,Estados Unidos
68019,Craig,NE,Nebraska,Burt,Estados Unidos
68020,Decatur,NE,Nebraska,Burt,Estados Unidos
68022,Elkhorn,NE,Nebraska,Douglas,Estados Unidos
68023,Fort Calhoun,NE,Nebraska,Washington,Estados Unidos
68025,Fremont,NE,Nebraska,Dodge,Estados Unidos
68028,Gretna,NE,Nebraska,Sarpy,Estados Unidos
68029,Herman,NE,Nebraska,Washington,Estados Unidos
68030,Homer,NE,Nebraska,Dakota,Estados Unidos
68031,Hooper,NE,Nebraska,Dodge,Estados Unidos
68033,Ithaca,NE,Nebraska,Saunders,Estados Unidos
68034,Kennard,NE,Nebraska,Washington,Estados Unidos
68036,Linwood,NE,Nebraska,Butler,Estados Unidos
68037,Louisville,NE,Nebraska,Cass,Estados Unidos
68038,Lyons,NE,Nebraska,Burt,Estados Unidos
68039,Macy,NE,Nebraska,Thurston,Estados Unidos
68040,Malmo,NE,Nebraska,Saunders,Estados Unidos
68041,Mead,NE,Nebraska,Saunders,Estados Unidos
68042,Memphis,NE,Nebraska,Saunders,Estados Unidos
68044,Nickerson,NE,Nebraska,Dodge,Estados Unidos
68045,Oakland,NE,Nebraska,Burt,Estados Unidos
68046,Papillion,NE,Nebraska,Sarpy,Estados Unidos
68047,Pender,NE,Nebraska,Thurston,Estados Unidos
68048,Plattsmouth,NE,Nebraska,Cass,Estados Unidos
68050,Prague,NE,Nebraska,Saunders,Estados Unidos
68055,Rosalie,NE,Nebraska,Thurston,Estados Unidos
68056,St Columbans,NE,Nebraska,Sarpy,Estados Unidos
68057,Scribner,NE,Nebraska,Dodge,Estados Unidos
68058,South Bend,NE,Nebraska,Cass,Estados Unidos
68059,Springfield,NE,Nebraska,Sarpy,Estados Unidos
68061,Tekamah,NE,Nebraska,Burt,Estados Unidos
68062,Thurston,NE,Nebraska,Thurston,Estados Unidos
68063,Uehling,NE,Nebraska,Dodge,Estados Unidos
68064,Valley,NE,Nebraska,Douglas,Estados Unidos
68065,Valparaiso,NE,Nebraska,Saunders,Estados Unidos
68066,Wahoo,NE,Nebraska,Saunders,Estados Unidos
68067,Walthill,NE,Nebraska,Thurston,Estados Unidos
68068,Washington,NE,Nebraska,Washington,Estados Unidos
68069,Waterloo,NE,Nebraska,Douglas,Estados Unidos
68070,Weston,NE,Nebraska,Saunders,Estados Unidos
68071,Winnebago,NE,Nebraska,Thurston,Estados Unidos
68072,Winslow,NE,Nebraska,Dodge,Estados Unidos
68073,Yutan,NE,Nebraska,Saunders,Estados Unidos
68102,Omaha,NE,Nebraska,Douglas,Estados Unidos
68104,Omaha,NE,Nebraska,Douglas,Estados Unidos
68105,Omaha,NE,Nebraska,Douglas,Estados Unidos
68106,Omaha,NE,Nebraska,Douglas,Estados Unidos
68107,Omaha,NE,Nebraska,Douglas,Estados Unidos
68108,Omaha,NE,Nebraska,Douglas,Estados Unidos
68110,Omaha,NE,Nebraska,Douglas,Estados Unidos
68111,Omaha,NE,Nebraska,Douglas,Estados Unidos
68112,Omaha,NE,Nebraska,Douglas,Estados Unidos
68113,Offutt Afb,NE,Nebraska,Sarpy,Estados Unidos
68114,Omaha,NE,Nebraska,Douglas,Estados Unidos
68116,Omaha,NE,Nebraska,Douglas,Estados Unidos
68117,Omaha,NE,Nebraska,Douglas,Estados Unidos
68118,Omaha,NE,Nebraska,Douglas,Estados Unidos
68122,Omaha,NE,Nebraska,Douglas,Estados Unidos
68123,Bellevue,NE,Nebraska,Sarpy,Estados Unidos
68124,Omaha,NE,Nebraska,Douglas,Estados Unidos
68127,Omaha,NE,Nebraska,Douglas,Estados Unidos
68128,La Vista,NE,Nebraska,Sarpy,Estados Unidos
68130,Omaha,NE,Nebraska,Douglas,Estados Unidos
68131,Omaha,NE,Nebraska,Douglas,Estados Unidos
68132,Omaha,NE,Nebraska,Douglas,Estados Unidos
68133,Papillion,NE,Nebraska,Sarpy,Estados Unidos
68134,Omaha,NE,Nebraska,Douglas,Estados Unidos
68135,Omaha,NE,Nebraska,Douglas,Estados Unidos
68136,Omaha,NE,Nebraska,Sarpy,Estados Unidos
68137,Omaha,NE,Nebraska,Douglas,Estados Unidos
68138,Omaha,NE,Nebraska,Sarpy,Estados Unidos
68142,Omaha,NE,Nebraska,Douglas,Estados Unidos
68144,Omaha,NE,Nebraska,Douglas,Estados Unidos
68147,Bellevue,NE,Nebraska,Sarpy,Estados Unidos
68152,Omaha,NE,Nebraska,Douglas,Estados Unidos
68154,Omaha,NE,Nebraska,Douglas,Estados Unidos
68157,Omaha,NE,Nebraska,Sarpy,Estados Unidos
68164,Omaha,NE,Nebraska,Douglas,Estados Unidos
68178,Omaha,NE,Nebraska,Douglas,Estados Unidos
68182,Omaha,NE,Nebraska,Douglas,Estados Unidos
68183,Omaha,NE,Nebraska,Douglas,Estados Unidos
68301,Adams,NE,Nebraska,Gage,Estados Unidos
68303,Alexandria,NE,Nebraska,Thayer,Estados Unidos
68304,Alvo,NE,Nebraska,Cass,Estados Unidos
68305,Auburn,NE,Nebraska,Nemaha,Estados Unidos
68307,Avoca,NE,Nebraska,Cass,Estados Unidos
68309,Barneston,NE,Nebraska,Gage,Estados Unidos
68310,Beatrice,NE,Nebraska,Gage,Estados Unidos
68313,Beaver Crossing,NE,Nebraska,Seward,Estados Unidos
68314,Bee,NE,Nebraska,Seward,Estados Unidos
68315,Belvidere,NE,Nebraska,Thayer,Estados Unidos
68316,Benedict,NE,Nebraska,York,Estados Unidos
68317,Bennet,NE,Nebraska,Lancaster,Estados Unidos
68318,Blue Springs,NE,Nebraska,Gage,Estados Unidos
68319,Bradshaw,NE,Nebraska,York,Estados Unidos
68320,Brock,NE,Nebraska,Nemaha,Estados Unidos
68321,Brownville,NE,Nebraska,Nemaha,Estados Unidos
68322,Bruning,NE,Nebraska,Thayer,Estados Unidos
68323,Burchard,NE,Nebraska,Pawnee,Estados Unidos
68324,Burr,NE,Nebraska,Otoe,Estados Unidos
68325,Byron,NE,Nebraska,Thayer,Estados Unidos
68326,Carleton,NE,Nebraska,Thayer,Estados Unidos
68327,Chester,NE,Nebraska,Thayer,Estados Unidos
68328,Clatonia,NE,Nebraska,Gage,Estados Unidos
68329,Cook,NE,Nebraska,Johnson,Estados Unidos
68330,Cordova,NE,Nebraska,Seward,Estados Unidos
68331,Cortland,NE,Nebraska,Gage,Estados Unidos
68332,Crab Orchard,NE,Nebraska,Johnson,Estados Unidos
68333,Crete,NE,Nebraska,Saline,Estados Unidos
68335,Davenport,NE,Nebraska,Thayer,Estados Unidos
68336,Davey,NE,Nebraska,Lancaster,Estados Unidos
68337,Dawson,NE,Nebraska,Richardson,Estados Unidos
68338,Daykin,NE,Nebraska,Jefferson,Estados Unidos
68339,Denton,NE,Nebraska,Lancaster,Estados Unidos
68340,Deshler,NE,Nebraska,Thayer,Estados Unidos
68341,De Witt,NE,Nebraska,Gage,Estados Unidos
68342,Diller,NE,Nebraska,Jefferson,Estados Unidos
68343,Dorchester,NE,Nebraska,Saline,Estados Unidos
68344,Douglas,NE,Nebraska,Otoe,Estados Unidos
68345,Du Bois,NE,Nebraska,Pawnee,Estados Unidos
